corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,tz6r.0,Den-Herzog,110,
gdc,tz6r.0,Die-Sachsen,58,
gdc,tz6r.0,die-Wiener,109,
gdc,tz6r.0,des-Soldaten,113,
gdc,tz6r.0,Acht-Regimenter,127,
gdc,tz6r.0,Deutschlands,94,
gdc,tz6r.0,des-bewährten-Feldherrn,108,
gdc,tz6r.0,Ein-Ungewitter,42,
gdc,tz6r.0,uns,39,
gdc,tz6r.0,Saal-beim-Herzog-von-Friedland,28,
gdc,tz6r.0,dem-Oberst-Suys,119,
gdc,tz6r.0,vorgeschoßnen-Geldern,133,
gdc,tz6r.0,"Denn-Seine-Majestät-will-Regenspurg---------------Vor-Ostern-noch-vom-Feind-gesäubert-sehn,---------------Daß-länger-nicht-im-Dome-lutherisch----------------Gepredigt-werde-–-ketzerischer-Greul---------------Des-Festes-reine-Feier-nicht-besudle.",118,
gdc,tz6r.0,der-Stunde,73,
gdc,tz6r.0,Die-himmlischen-Gestirne,84,
gdc,tz6r.0,Der-Kaiserin-/-der-Königin-von-Unga…,31,
gdc,tz6r.0,der-König,96,
gdc,tz6r.0,max-/-wallenstein,105,
gdc,tz6r.0,Die-Goten,63,
gdc,tz6r.0,wallenstein-/-herzogin,33,
gdc,tz6r.0,Kaiser,47,
gdc,tz6r.0,Es,60,
gdc,tz6r.0,der-Augenblick-im-Leben,74,
gdc,tz6r.0,Thurn,55,
gdc,tz6r.0,Arnheim,107,
gdc,tz6r.0,Briefe,49,
gdc,tz6r.0,des-Kaisers-Heer,112,
gdc,tz6r.0,Die-hohe-Flut,78,
gdc,tz6r.0,Ferdinand-von-Spanien,126,
gdc,tz6r.0,der-schwedische-König,100,
gdc,tz6r.0,Bayern,111,
gdc,tz6r.0,dem-Feind,64,
gdc,tz6r.0,Wer,80,
gdc,tz6r.0,spanschen-Truppen,129,
gdc,tz6r.0,Gräfin-Terzky,45,
gdc,tz6r.0,eine-Bewegung,131,
gdc,tz6r.0,der-Sesin,54,
gdc,tz6r.0,es,50,
gdc,tz6r.0,Die-Herrn-Generale,86,
gdc,tz6r.0,Obersten,132,
gdc,tz6r.0,Herr-und-Kaiser,43,
gdc,tz6r.0,der-gemeine-Geist,79,
gdc,tz6r.0,kaiserliche-Huld,44,
gdc,tz6r.0,sie,66,
gdc,tz6r.0,meine-Macht,65,
gdc,tz6r.0,Der-Maleficus,81,
gdc,tz6r.0,"Was-man-am-Hofe-leise-flüstert,-sich---------------Im-Lande-laut-erzählt",40,
gdc,tz6r.0,Regenspurg,103,
gdc,tz6r.0,"Wenn-ich-mich-gegen-sie-verpflichten-soll,---------------So-müssen-sies-auch-gegen-mich",71,
gdc,tz6r.0,"Des-Glückes-Fäden,-die-Gelegenheiten",76,
gdc,tz6r.0,Den-ganzen-Krieg,106,
gdc,tz6r.0,alle,123,
gdc,tz6r.0,tiefenbach-/-Deodat,68,
gdc,tz6r.0,den-neuen-Feldherrn,95,
gdc,tz6r.0,Maradas,87,
gdc,tz6r.0,dem-Regenspurger-Fürstentag,115,
gdc,tz6r.0,das-Regiment,70,
gdc,tz6r.0,der-Bayern-wohlverdienter-Fürst,104,
gdc,tz6r.0,der-Sold,114,
gdc,tz6r.0,Ihr-Wille,35,
gdc,tz6r.0,die-Schweden,57,
gdc,tz6r.0,eine-neue-Macht,128,
gdc,tz6r.0,Der-Niegehemmte-stürmend-Bahn,97,
gdc,tz6r.0,der-Unterirdische,82,
gdc,tz6r.0,Dies,124,
gdc,tz6r.0,Graf-Altringer,53,
gdc,tz6r.0,des-Reiches-Fürsten,62,
gdc,tz6r.0,das-Reich,61,
gdc,tz6r.0,Ein-schönes-deutsches-Land,59,
gdc,tz6r.0,"die-Erkerstube,---------------Die-rote",29,
gdc,tz6r.0,der-junge-weimarische-Held,101,
gdc,tz6r.0,tiefenbach-/-goetz-+-2,136,
gdc,tz6r.0,diesen-Stab,117,
gdc,tz6r.0,der-Königin-von-Ungarn,30,
gdc,tz6r.0,es3,99,
gdc,tz6r.0,der-alten-Achtung,36,
gdc,tz6r.0,die-Hoffnung,46,
gdc,tz6r.0,der-Feind-des-Wachsens-und-Gedeihens,85,
gdc,tz6r.0,die-zarte-Schonung,37,
gdc,tz6r.0,thekla-/-herzogin,32,
gdc,tz6r.0,der-hispanische-Conte-Ambassador,38,
gdc,tz6r.0,die-Wahl,34,
gdc,tz6r.0,Ein-König,125,
gdc,tz6r.0,Den-Tod,122,
gdc,tz6r.0,"Die-Häupter---------------Des-Heers,-die-besten,-trefflichsten,",77,
gdc,tz6r.0,ein-Widerstand,98,
gdc,tz6r.0,der-Mann,134,
gdc,tz6r.0,der-Gehorsam,120,
gdc,tz6r.0,im-Vertrage,130,
gdc,tz6r.0,alle-Generale,72,
gdc,tz6r.0,es4,116,
gdc,tz6r.0,diesem-teuren-Namen-Friedland,51,
