corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc,pzj2.0,Der-Blitz,93,
gdc,pzj2.0,eure-Hand,86,
gdc,pzj2.0,eine-Mühle,84,
gdc,pzj2.0,"die-Einsiedler-Hütte,-die-wir-zu-suchen-haben",63,
gdc,pzj2.0,meiner-Habe,54,
gdc,pzj2.0,mehrere-Knechte,56,
gdc,pzj2.0,ein-transparenter-Regenbogen,96,
gdc,pzj2.0,Alle,98,
gdc,pzj2.0,die-Speisen,82,
gdc,pzj2.0,die-Sarazenen,52,
gdc,pzj2.0,am-Wienerberg,38,
gdc,pzj2.0,hans-und-märtchen,61,
gdc,pzj2.0,Menschen,44,
gdc,pzj2.0,der-Stauffenburg,46,
gdc,pzj2.0,Ein-Wallfahrer,42,
gdc,pzj2.0,Reisende,85,
gdc,pzj2.0,Vorige,43,
gdc,pzj2.0,käsperle-und-günther,64,
gdc,pzj2.0,der-Fluth,71,
gdc,pzj2.0,geist+kilian,100,"12,32"
gdc,pzj2.0,märtchen+hans,99,"13,4"
gdc,pzj2.0,diesen-Nahmen,83,
gdc,pzj2.0,jeriel-und-mathilde,50,
gdc,pzj2.0,einen-Fehler,78,
gdc,pzj2.0,Geist-der-Liebe,97,
gdc,pzj2.0,Ein-Blumenstrauß,62,
gdc,pzj2.0,manchem-Reichen,67,
gdc,pzj2.0,der-Vater,47,
gdc,pzj2.0,die-offene-See,70,
gdc,pzj2.0,Sie,76,
gdc,pzj2.0,Fesseln,81,
gdc,pzj2.0,eine-Bodenthüre,73,
gdc,pzj2.0,meinen-Hiesel,79,
gdc,pzj2.0,man,66,
gdc,pzj2.0,"die-Strenge,-die-ich-an-meinem-einzigen-Kind-ausübte",48,
gdc,pzj2.0,der-Donner,94,
gdc,pzj2.0,dieser-Brunnen,89,
gdc,pzj2.0,Die-Bühne,87,
gdc,pzj2.0,ALLE.,36,
gdc,pzj2.0,die-Gebeine-deines-Weibes,91,
gdc,pzj2.0,Gott,49,
gdc,pzj2.0,weiblicher-Stimme,75,
gdc,pzj2.0,"eine-wichtige-Pflicht,-die-ich-schon-dreyssig-Jahre-zu-erfüllen-heilig-gelobte",72,
gdc,pzj2.0,einige-Erdfrüchte,65,
gdc,pzj2.0,dem-Meister-Luzifer,41,
gdc,pzj2.0,Unterirdische-Höhle,80,
gdc,pzj2.0,der-Vogel,59,
gdc,pzj2.0,ein-Haus,88,
gdc,pzj2.0,BEYDE.,33,
gdc,pzj2.0,die-Herberge,37,
gdc,pzj2.0,die-Sache,58,
gdc,pzj2.0,die-verheissene-Belohnung,95,
gdc,pzj2.0,deiner-Pflichten,92,
gdc,pzj2.0,der-Mann,57,
gdc,pzj2.0,Die-Kortine,69,
gdc,pzj2.0,einen-Schleyer,68,
gdc,pzj2.0,das-Mädchen,60,
gdc,pzj2.0,den-Forst,40,
gdc,pzj2.0,die-Buben,55,
gdc,pzj2.0,den-Tod,74,
gdc,pzj2.0,Gottes-schöne-Erde,53,
gdc,pzj2.0,die-Akzidenzeln,45,
gdc,pzj2.0,löbenstein,34,
gdc,pzj2.0,saubre-Musterl,77,
gdc,pzj2.0,am-Tisch,39,
gdc,pzj2.0,"die-letzte-schreckliche-That,-die-ich-an-meinem-Weib-verübte",90,
gdc,pzj2.0,hanns,35,
gdc,pzj2.0,Mein-Mann,51,
gdc,pzj2.0,märtchen,13,
gdc,pzj2.0,eckhard,7,
gdc,pzj2.0,stimme,21,
gdc,pzj2.0,wallberg,6,
gdc,pzj2.0,greiss,30,
gdc,pzj2.0,jeriel,11,
gdc,pzj2.0,ritter,22,
gdc,pzj2.0,otto,18,
gdc,pzj2.0,fust,0,
gdc,pzj2.0,günther,2,
gdc,pzj2.0,kilian,32,
gdc,pzj2.0,eckard,17,
gdc,pzj2.0,bodo,5,
gdc,pzj2.0,frowald,1,
gdc,pzj2.0,knecht,27,
gdc,pzj2.0,ritter_hans,14,
gdc,pzj2.0,bertha,15,
gdc,pzj2.0,rudolph,8,
gdc,pzj2.0,mädchen,23,
gdc,pzj2.0,weib,20,
gdc,pzj2.0,boodsheim,25,
gdc,pzj2.0,wallfahrer,10,
gdc,pzj2.0,mann,28,
gdc,pzj2.0,veit,9,
gdc,pzj2.0,mathilde,16,
gdc,pzj2.0,geist,12,
gdc,pzj2.0,burgvogt,19,
gdc,pzj2.0,berthold,31,
gdc,pzj2.0,käsperle,3,
gdc,pzj2.0,die_alte,24,
gdc,pzj2.0,hanns_von_stauffen,29,
gdc,pzj2.0,erster_knappe,26,
gdc,pzj2.0,hans,4,
