corpus,drama,Entity.surface,Entity.id,Entity.group_members
gdc-coref,th0n.0,erster_alter_gefangener+klotz+der_mann+die_frau,211,"35,9,0,39"
gdc-coref,th0n.0,die-beiden-alten-Gefangenen,72,
gdc-coref,th0n.0,die-Macht,60,
gdc-coref,th0n.0,das_volk+stimme_aus_dem_volk+der_bucklige,187,"16,116,32"
gdc-coref,th0n.0,es,94,
gdc-coref,th0n.0,Alle-Arbeit,114,
gdc-coref,th0n.0,die_anderen_bürger+drei-andere-Bürger,212,"34,55"
gdc-coref,th0n.0,der_junge,42,
gdc-coref,th0n.0,wollt,80,
gdc-coref,th0n.0,Männern-und-Frauen+der_gouverneur,227,"105,8"
gdc-coref,th0n.0,der_bucklige+Alte+Das-ganze-Volk+greis+das_volk+der_krüppel+Junge+einige_vom_volk+eine_frau,200,"32,111,109,54,16,31,110,103,1"
gdc-coref,th0n.0,Neue-Menschheit,166,
gdc-coref,th0n.0,allen-Ländern,145,
gdc-coref,th0n.0,Männern-und-Frauen+die_frau+der_offizier,178,"105,39,6"
gdc-coref,th0n.0,nauke+klotz,179,"14,9"
gdc-coref,th0n.0,stimme_aus_dem_volk+das_volk+der_krüppel,186,"116,16,31"
gdc-coref,th0n.0,Das-ganze-Volk,109,
gdc-coref,th0n.0,der_gouverneur+der_mann+Männern-und-Frauen+klotz,234,"8,0,105,9"
gdc-coref,th0n.0,jeden,57,
gdc-coref,th0n.0,einen-Traum,131,
gdc-coref,th0n.0,erster_gefangener+junger_mensch+erster_wächter+der_offizier+der_bucklige+der_krüppel,181,"46,27,10,6,32,31"
gdc-coref,th0n.0,das_volk+klotz+der_mann+erster_alter_gefangener+die_frau+junger_mensch+einige_vom_volk+der_gouverneur+greis,185,"16,9,0,35,39,27,103,8,54"
gdc-coref,th0n.0,wir+der_gouverneur,221,"99,8"
gdc-coref,th0n.0,zweite_revolutionärin+dritte_revolutionärin+erste_revolutionärin,209,"25,26,24"
gdc-coref,th0n.0,Sie,156,
gdc-coref,th0n.0,Junge,110,
gdc-coref,th0n.0,ins-Gesicht,71,
gdc-coref,th0n.0,Verräter,95,
gdc-coref,th0n.0,die_frau+Männern-und-Frauen,174,"39,105"
gdc-coref,th0n.0,Das,65,
gdc-coref,th0n.0,Mord,152,
gdc-coref,th0n.0,Menschen,163,
gdc-coref,th0n.0,Männern-und-Frauen+erster_wächter,229,"105,10"
gdc-coref,th0n.0,der_offizier+die_frau+zweiter_gefangener+anna+erster_gefangener,237,"6,39,20,12,46"
gdc-coref,th0n.0,Wir-alle,121,
gdc-coref,th0n.0,Essen,106,
gdc-coref,th0n.0,Männern-und-Frauen+erster_gefangener,180,"105,46"
gdc-coref,th0n.0,einige_vom_volk,103,
